EXC0050_L_r,0
UP00002_L_r,0
UP00011_L_r,0
UP00014_L_r,0
UP00016_L_r,0
UP00018_L_r,0
UP00019_L_r,0
UP00020_L_r,0
UP00021_L_r,0
UP00022_L_r,0
UP00025_L_r,0
UP00026_L_r,0
UP00027_L_r,0
UP00031_L_r,0
UP00032_L_r,0
UP00033_L_r,0
UP00037_L_r,0
UP00041_L_r,0
UP00042_L_r,0
UP00047_L_r,0
UP00049_L_r,0
UP00054_L_r,0
UP00058_L_r,0
UP00059_L_r,0
UP00061_L_r,0
UP00062_L_r,0
UP00064_L_r,0
UP00065_L_r,0
UP00067_L_r,0
UP00068_L_r,0
UP00072_L_r,0
UP00073_L_r,0
UP00074_L_r,0
UP00075_L_r,0
UP00077_L_r,0
UP00078_L_r,0
UP00079_L_r,0
UP00082_L_r,0
UP00084_L_r,0
UP00086_L_r,0
UP00089_L_r,0
UP00093_L_r,0
UP00094_L_r,0
UP00095_L_r,0
UP00097_L_r,0
UP00101_L_r,0
UP00106_L_r,0
UP00108_L_r,0
UP00109_L_r,0
UP00111_L_r,0
UP00114_L_r,0
UP00116_L_r,0
UP00121_L_r,0
UP00122_L_r,0
UP00123_L_r,0
UP00124_L_r,0
UP00127_L_r,0
UP00130_L_r,0
UP00132_L_r,0
UP00133_L_r,0
UP00134_L_r,0
UP00135_L_r,0
UP00137_L_r,0
UP00140_L_r,0
UP00141_L_r,0
UP00143_L_r,0
UP00147_L_r,0
UP00148_L_r,0
UP00149_L_r,0
UP00152_L_r,0
UP00153_L_r,0
UP00158_L_r,0
UP00159_L_r,0
UP00160_L_r,0
UP00163_L_r,0
UP00164_L_r,0
UP00166_L_r,0
UP00167_L_r,0
UP00170_L_r,0
UP00178_L_r,0
UP00181_L_r,0
UP00183_L_r,0
UP00185_L_r,0
UP00186_L_r,0
UP00187_L_r,0
UP00188_L_r,0
UP00189_L_r,0
UP00191_L_r,0
UP00194_L_r,0
UP00197_L_r,0
UP00208_L_r,0
UP00212_L_r,0
UP00214_L_r,0
UP00233_L_r,0
UP00239_L_r,0
UP00242_L_r,0
UP00243_L_r,0
UP00245_L_r,0
UP00249_L_r,0
UP00250_L_r,0
UP00253_L_r,0
UP00255_L_r,0
UP00256_L_r,0
UP00257_L_r,0
UP00259_L_r,0
UP00262_L_r,0
UP00266_L_r,0
UP00268_L_r,0
UP00272_L_r,0
UP00288_L_r,0
UP00294_L_r,0
UP00295_L_r,0
UP00299_L_r,0
UP00301_L_r,0
UP00311_L_r,0
UP00314_L_r,0
UP00315_L_r,0
UP00318_L_r,0
UP00320_L_r,0
UP00322_L_r,0
UP00328_L_r,0
UP00329_L_r,0
UP00330_L_r,0
UP00334_L_r,0
UP00346_L_r,0
UP00352_L_r,0
UP00354_L_r,0
UP00366_L_r,0
UP00376_L_r,0
UP00378_L_r,0
UP00379_L_r,0
UP00385_L_r,0
UP00387_L_r,0
UP00388_L_r,0
UP00398_L_r,0
UP00402_L_r,0
UP00407_L_r,0
UP00429_L_r,0
UP00437_L_r,0
UP00438_L_r,0
UP00439_L_r,0
UP00440_L_r,0
UP00455_L_r,0
UP00459_L_r,0
UP00469_L_r,0
UP00473_L_r,0
UP00475_L_r,0
UP00483_L_r,0
UP00486_L_r,0
UP00504_L_r,0
UP00506_L_r,0
UP00526_L_r,0
UP00532_L_r,0
UP00534_L_r,0
UP00544_L_r,0
UP00559_L_r,0
UP00565_L_r,0
UP00577_L_r,0
UP00583_L_r,0
UP00588_L_r,0
UP00631_L_r,0
UP00632_L_r,0
UP00642_L_r,0
UP00655_L_r,0
UP00670_L_r,0
UP00671_L_r,0
UP00704_L_r,0
UP00708_L_r,0
UP00719_L_r,0
UP00750_L_r,0
UP00777_L_r,0
UP00785_L_r,0
UP00794_L_r,0
UP00811_L_r,0
UP00818_L_r,0
UP00853_L_r,0
UP00864_L_r,0
UP00881_L_r,0
UP00906_L_r,0
UP00954_L_r,0
UP00979_L_r,0
UP01103_L_r,0
UP01132_L_r,0
UP01137_L_r,0
UP01179_L_r,0
UP01181_L_r,0
UP01185_L_r,0
UP01326_L_r,0
UP01419_L_r,0
UP01530_L_r,0
UP01595_L_r,0
UP01613_L_r,0
UP01697_L_r,0
UP01762_L_r,0
UP01801_L_r,0
UP01879_L_r,0
UP01888_L_r,0
UP02076_L_r,0
UP02094_L_r,0
UP02470_L_r,0
UP02512_L_r,0
UP02630_L_r,0
UP02642_L_r,0
UP02679_L_r,0
UP02918_L_r,0
UP02946_L_r,0
UP03197_L_r,0
UP03284_L_r,0
UP03722_L_r,0
UP03793_L_r,0
UP04677_L_r,0
UP05100_L_r,0
UP05127_L_r,0
UP05335_L_r,0
UP05402_L_r,0
UP05422_L_r,0
UP05512_L_r,0
UP05519_L_r,0
UP05684_L_r,0
UP05688_L_r,0
UP05697_L_r,0
UP05787_L_r,0
UP05828_L_r,0
UP05852_L_r,0
UP05984_L_r,0
UP06232_L_r,0
UP06424_L_r,0
UP14818_L_r,0
UPC0013_L_r,0
UPC0135_L_r,0
UPK0012_I_r,0
UPK0012_X_r,0
UPK0013_I_r,0
UPK0013_X_r,0
UPK0014_I_r,0
UPK0014_X_r,0
UPK0016_I_r,0
UPK0016_X_r,0
UPK0028_I_r,0
UPK0028_X_r,0
UPK0029_I_r,0
UPK0029_X_r,0
UPK0036_I_r,0
UPK0036_X_r,0
UPK0045_I_r,0
UPK0045_X_r,0
UPK0056_I_r,0
UPK0056_X_r,0
UPK0069_I_r,0
UPK0069_X_r,0
UPK0070_I_r,0
UPK0070_X_r,0
UPK0071_I_r,0
UPK0071_X_r,0
UPK0074_I_r,0
UPK0074_X_r,0
UPK0101_I_r,0
UPK0101_X_r,0
UPK0102_I_r,0
UPK0102_X_r,0
UPK1002_I_r,0
UPK1002_X_r,0
UPK1003_I_r,0
UPK1003_X_r,0